date_iso,date_human,title,company,location,apply,source,department
2025-08-13,"Aug 13, 2025","Senior / Principal Data Scientist, Matchmaking",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7024770?gh_jid=7024770,greenhouse,
2025-08-13,"Aug 13, 2025",Product Support Specialist,roblox,"Gurugram, Haryana, India",https://careers.roblox.com/jobs/6863930?gh_jid=6863930,greenhouse,
2025-08-13,"Aug 13, 2025","Product Designer, AI",figma,"San Francisco, CA • New York, NY • United States",https://boards.greenhouse.io/figma/jobs/5575171004?gh_jid=5575171004,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Software Engineer, Wallets",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7066231?gh_jid=7066231,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Software Engineer, Experimentation",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7060626?gh_jid=7060626,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Software Engineer, Data Infrastructure",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6976465?gh_jid=6976465,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Software Engineer, Avatar Animation",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7028200?gh_jid=7028200,greenhouse,
2025-08-13,"Aug 13, 2025",Principal Software Engineer - Storage,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6392504?gh_jid=6392504,greenhouse,
2025-08-13,"Aug 13, 2025",Principal Software Engineer - Sharing,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6926801?gh_jid=6926801,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Machine Learning Engineer, Content Safety",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6756905?gh_jid=6756905,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Machine Learning Engineer, Account Authentication",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7088202?gh_jid=7088202,greenhouse,
