date_iso,date_human,title,company,location,apply,source,department
2025-09-25,"Sep 25, 2025","Senior Machine Learning Manager, Applied AI Products",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4885196008?gh_jid=4885196008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Machine Learning Engineer (Modeling) - Underwriting & Credit,block,"Oakland, CA, United States of America",http://block.xyz/careers/jobs/4700349008?gh_jid=4700349008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Machine Learning Engineer,block,"Melbourne, Australia",http://block.xyz/careers/jobs/4896156008?gh_jid=4896156008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior iOS Engineer, Banking",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4917162008?gh_jid=4917162008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior iOS Engineer, Banking",block,"New York, NY, United States of America",http://block.xyz/careers/jobs/4918938008?gh_jid=4918938008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Hardware Compliance Program Manager,block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4814753008?gh_jid=4814753008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Engineering Manager, Advanced Cryptographic Engineering",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4894691008?gh_jid=4894691008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Electrical Design Engineer (Remote),block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4128160008?gh_jid=4128160008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Deep Learning Scientist, Risk Labs",block,"Toronto, Ontario, Canada",http://block.xyz/careers/jobs/4828584008?gh_jid=4828584008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Deep Learning Scientist, Risk Labs",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4828582008?gh_jid=4828582008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Data Scientist, SFS",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4644008008?gh_jid=4644008008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Data Scientist, Reliability",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4900189008?gh_jid=4900189008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Data Engineer, Compliance Engineering & Technology",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4836544008?gh_jid=4836544008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Data Analyst, Regulatory",block,"New York, NY, United States of America",http://block.xyz/careers/jobs/4918961008?gh_jid=4918961008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Data Analyst, Regulatory",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4883908008?gh_jid=4883908008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Business Development Representative,block,"Washington, DC, United States of America",http://block.xyz/careers/jobs/4890767008?gh_jid=4890767008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Business Development Representative,block,"New York, NY, United States of America",http://block.xyz/careers/jobs/4866371008?gh_jid=4866371008,greenhouse,
2025-09-25,"Sep 25, 2025",Senior Business Development Representative,block,"Atlanta, GA, United States of America",http://block.xyz/careers/jobs/4890778008?gh_jid=4890778008,greenhouse,
2025-09-25,"Sep 25, 2025","Senior Account Executive, Restaurant",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4917072008?gh_jid=4917072008,greenhouse,
2025-09-25,"Sep 25, 2025",Seller Onboarding Specialist,block,"Melbourne, Australia",http://block.xyz/careers/jobs/4917061008?gh_jid=4917061008,greenhouse,
2025-09-25,"Sep 25, 2025",Sales Vendor Operations Manager,block,"New York, NY, United States of America",http://block.xyz/careers/jobs/4763618008?gh_jid=4763618008,greenhouse,
2025-09-25,"Sep 25, 2025",Sales Development Representative - German speaking,asana,Dublin,https://www.asana.com/jobs/apply/7126428?gh_jid=7126428,greenhouse,
2025-09-25,"Sep 25, 2025",Sales Development Representative,asana,Chicago,https://www.asana.com/jobs/apply/7272910?gh_jid=7272910,greenhouse,
2025-09-25,"Sep 25, 2025",Sales Development Representative,asana,Dublin,https://www.asana.com/jobs/apply/7243266?gh_jid=7243266,greenhouse,
2025-09-25,"Sep 25, 2025",Sales Development Representative,block,"Melbourne, Australia",http://block.xyz/careers/jobs/4891558008?gh_jid=4891558008,greenhouse,
2025-09-25,"Sep 25, 2025",Sales Development Manager,block,"Scottsdale, AZ, United States of America",http://block.xyz/careers/jobs/4809121008?gh_jid=4809121008,greenhouse,
2025-09-25,"Sep 25, 2025","Sales Account Executive, Japan",block,"Tokyo, Japan",http://block.xyz/careers/jobs/4907672008?gh_jid=4907672008,greenhouse,
2025-09-25,"Sep 25, 2025","Risk Business Partner, Product",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4818127008?gh_jid=4818127008,greenhouse,
2025-09-25,"Sep 25, 2025",Retail Merchandising Manager,block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4900175008?gh_jid=4900175008,greenhouse,
2025-09-25,"Sep 25, 2025","Relationship Manager, SMB",block,"Sydney, Australia",http://block.xyz/careers/jobs/4931943008?gh_jid=4931943008,greenhouse,
2025-09-25,"Sep 25, 2025","Regulatory Program Manager, Japan",block,"Tokyo, Japan",http://block.xyz/careers/jobs/4914135008?gh_jid=4914135008,greenhouse,
2025-09-25,"Sep 25, 2025",Quality Management Enablement & Program Effectiveness Senior Lead,block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4894627008?gh_jid=4894627008,greenhouse,
2025-09-25,"Sep 25, 2025","Quality Management Auditor (ATA) , Cash App",block,"St. Louis, MO, United States of America",http://block.xyz/careers/jobs/4930246008?gh_jid=4930246008,greenhouse,
2025-09-25,"Sep 25, 2025",Public Sector Account Executive,asana,US NC - Remote,https://www.asana.com/jobs/apply/7072539?gh_jid=7072539,greenhouse,
2025-09-25,"Sep 25, 2025","Program Manager, Customer Operations",block,"Melbourne, Australia",http://block.xyz/careers/jobs/4677283008?gh_jid=4677283008,greenhouse,
